,Job_Title,Salary,Company_Name,Location,Category,Subcategory,Skills,Links
236,Data Engineer,91500.0,State Government of WA,East Perth WA 6004,"Government, Emergency Services & Defence",State Government,[],https://www.careerone.com.au/jobview/data-engineer/fded3c3c-b72f-49e1-9a07-63d96908e769
237,"Research, Data & Insights Media Experts",80000.0,Zenith,Southbank VIC 3006,Marketing & Advertising,Market Research & Analysis,[],https://www.careerone.com.au/jobview/research-data-insights-media-experts/fbc4967d-80bd-46de-aaa6-78f20e11a3b7
238,Big Data (Hadoop) Engineer,150500.0,Whizdom Recruitment,Canberra ACT,Information Technology (IT),IT Management & Senior Leadership,"['ACCESS CONTROL', 'CHANGE MANAGEMENT', 'HADOOP', 'LINUX', 'MANAGEMENT', 'NOSQL', 'SQL', 'SYSTEMS ADMINISTRATION']",https://www.careerone.com.au/jobview/big-data-hadoop-engineer/d342b10c-9d58-472b-86c2-410a51d37a1d
239,Medical Laboratory Assistant - Pathology Collector/Specimen Reception/Data Entry,50000.0,NSW Health,Far South West NSW,Healthcare & Medical,Pathology,"['LABORATORY', 'MEDICAL LABORATORY']",https://www.careerone.com.au/jobview/medical-laboratory-assistant-pathology-collectorspecimen-receptiondata-entry/d02343a8-262b-4d03-b192-1bc303d39e44
240,Data Engineer,121000.0,Blink Recruitment,Melbourne CBD VIC,Information Technology (IT),Software Engineering,"['AWS', 'DATA CLEANING', 'DATA SCIENCE', 'SQL', 'UNSTRUCTURED DATA']",https://www.careerone.com.au/jobview/data-engineer/f64d75f2-d120-43e5-9e90-8565c6dc8c1e
241,SAP S/4 Data Migration Consultant,158000.0,Genesis IT&T Pty Ltd,Canberra ACT,Information Technology (IT),Consultant,"['DATA MIGRATION', 'ETL', 'SAP']",https://www.careerone.com.au/jobview/sap-s4-data-migration-consultant/f0ef8c4d-8a5d-4315-b05b-60fb64e9f78a
242,Data Management Specialist,99500.0,Macquarie Group,Sydney CBD NSW,Information Technology (IT),Business/Systems Analysts (IT),"['DATA GOVERNANCE', 'DATA MANAGEMENT', 'DATA QUALITY', 'OPERATIONS', 'STAKEHOLDER ENGAGEMENT']",https://www.careerone.com.au/jobview/data-management-specialist/d585ce74-af8a-4d58-9f15-2f8c12b967d7
243,Data & Insights Analyst,89000.0,Flippa,Fitzroy VIC 3065,Information Technology (IT),Business/Systems Analysts (IT),"['BUSINESS INTELLIGENCE', 'DATA ANALYTICS', 'DATA COLLECTION', 'ETL', 'SELF MOTIVATED', 'SQL', 'USE CASE', 'VISUALIZATION']",https://www.careerone.com.au/jobview/data-insights-analyst/d4c6cddd-5ded-46a0-9500-401812653731
244,"Office Assistant and Data Entry Clerks, $30/HR",46500.0,Bingzone Inc,Melbourne VIC,Administration & Office Support,Data Entry,"['ADMINISTRATIVE TASKS', 'ANSWERING', 'CUSTOMER SERVICE ORIENTED', 'EXCELLENT PHONE SKILLS', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'OFFICE ADMINISTRATOR', 'OFFICE ASSISTANT', 'TYPING']",https://www.careerone.com.au/jobview/office-assistant-and-data-entry-clerks-30hr/eff9bfff-353c-43aa-9532-75b9fe577772
245,Industry Data Analyst,97500.0,Johnson Recruitment,Melbourne CBD VIC,Information Technology (IT),Business/Systems Analysts (IT),"['DATA ANALYST', 'DATA COLLECTION', 'DATA PROFILING', 'MARKETING ANALYSIS', 'MICROSOFT WORD', 'PROJECT MANAGEMENT']",https://www.careerone.com.au/jobview/industry-data-analyst/ef8debf5-daaf-4e4c-921e-1f6ae62310b8
246,Master Data/Office Support,52500.0,Sharp & Carter,Ravensbourne QLD 4352,Information Technology (IT),Networks & Systems Administration,"['BUSINESS ANALYSIS', 'BUSINESS REQUIREMENTS', 'COMMUNICATION', 'JIRA', 'MASTER DATA MANAGEMENT', 'MICROSOFT OFFICE', 'SAP']",https://www.careerone.com.au/jobview/master-dataoffice-support/b7df82bd-80b5-4b9f-8d01-0e404210a1ef
247,Master Data,63500.0,Sharp & Carter,Richmond VIC 3121,Accounting,Business Analyst,"['MAINTAIN DATA', 'PRICING', 'SAP']",https://www.careerone.com.au/jobview/master-data/06b85084-0225-4cff-8ad4-22682847753d
248,Data Entry Administrator,49500.0,Hays Office Support,Brisbane QLD,Administration & Office Support,Administration Assistants,"['DATABASE MANAGEMENT', 'OFFICE SKILLS']",https://www.careerone.com.au/jobview/data-entry-administrator/97cead90-c6e4-4c99-a26e-d72049f530d8
249,Data Analyst - NFP/Charity,86000.0,Michael Page Technology,Melbourne VIC,Information Technology (IT),Business/Systems Analysts (IT),"['CRM', 'DATA ANALYST', 'DATA WAREHOUSING', 'MACHINE LEARNING', 'MICROSOFT EXCEL', 'POWER BI', 'SQL']",https://www.careerone.com.au/jobview/data-analyst-nfpcharity/e8f92164-ab10-46b8-83eb-b3f835fb0a06
250,Data Electrician,80000.0,Hays Construction,Perth WA,Trades & Services,Electrician,['COMMERCIAL CONSTRUCTION'],https://www.careerone.com.au/jobview/data-electrician/7d347e36-b017-4f37-966c-6b3f1241c7f2
251,Data Migration Lead,140000.0,Talenza,Sydney NSW,Information Technology (IT),Business/Systems Analysts (IT),"['BUSINESS REQUIREMENTS', 'DATA MAPPING', 'DATA MIGRATION', 'MARKETING ANALYSIS', 'SQL QUERIES', 'TEAM LEAD', 'WRITING FUNCTIONAL']",https://www.careerone.com.au/jobview/data-migration-lead/539dfa35-ccc5-460d-ba57-151ca37d9d33
252,Data Analyst - 2 days a week,134000.0,Hays Information Technology,Canberra ACT,Information Technology (IT),Business/Systems Analysts (IT),"['BUSINESS MANAGEMENT', 'DATA ANALYST', 'DATA MANAGEMENT', 'FINANCIAL MANAGEMENT', 'IT INFRASTRUCTURE', 'MARKETING ANALYSIS', 'MICROSOFT EXCEL', 'PIVOT TABLES', 'PORTFOLIO MANAGEMENT', 'REPORTING TOOLS']",https://www.careerone.com.au/jobview/data-analyst-2-days-a-week/9a5760ef-8d33-43a8-b980-7700246c7b5e
253,Data Engineers Needed,111000.0,Hays Information Technology,Sydney NSW,Information Technology (IT),IT Management & Senior Leadership,"['COMMUNICATION', 'DATABASE MODELING', 'ETL', 'INFORMATICA', 'MANAGEMENT', 'SCRIPTING', 'SQL']",https://www.careerone.com.au/jobview/data-engineers-needed/e8853e7c-b3a5-4b4e-8dc1-3abfd1e6fd28
254,Lead Data Scientist,169500.0,Michael Page Technology,Sydney NSW,Information Technology (IT),IT Management & Senior Leadership,"['AMAZON DYNAMODB', 'Amazon Elastic Compute Cloud', 'AMAZON KINESIS', 'APACHE HADOOP PIG/HIVE', 'ARTIFICIAL INTELLIGENCE', 'AWS', 'CODING', 'DATA ANALYTICS', 'EMR', 'EXCELLENT INTERPERSONAL COMMUNICATION SKILLS', 'Hive', 'LEADERSHIP', 'MANAGEMENT', 'MONGODB', 'Serial Attached SCSI', 'SQL']",https://www.careerone.com.au/jobview/lead-data-scientist/c7179f1d-c45f-4fc3-9ad5-08a10c7f5195
255,Assistant Director EL1 Data Strategy,169500.0,Michael Page Technology,Canberra ACT,Information Technology (IT),IT Management & Senior Leadership,"['DATA GOVERNANCE', 'LEADERSHIP']",https://www.careerone.com.au/jobview/assistant-director-el1-data-strategy/380a8498-8d50-40ce-be84-d00a7ce3ea22
256,Data Analyst,100000.0,Hays Information Technology,Sydney NSW,Information Technology (IT),Business/Systems Analysts (IT),"['COMMUNICATION', 'DATA ANALYST', 'DATA SCIENCE', 'SQL', 'TABLEAU SOFTWARE', 'VBA']",https://www.careerone.com.au/jobview/data-analyst/09d9cad7-2be1-41fb-b33b-1f5f16314448
257,IT Security Architect/Data Protection Lead,178000.0,Toll People,Melbourne VIC,Information Technology (IT),Security,"['ARTICULATE', 'CISM', 'CISSP', 'COMPTIA', 'CYBER SECURITY', 'DATA PROTECTION', 'ISO', 'MCSE', 'NIST', 'OPERATIONS', 'RISK ANALYSIS', 'SARBANES-OXLEY (SOX)', 'SECURITY ARCHITECTURE', 'SOC']",https://www.careerone.com.au/jobview/it-security-architectdata-protection-lead/7e7b6bef-12ed-41a6-acc0-abc6839eeabd
258,Data Entry,55000.0,Hays Office Support,Melbourne VIC,Administration & Office Support,Data Entry,[],https://www.careerone.com.au/jobview/data-entry/61c68439-d8be-4d9d-8ed2-5daeda4bda03
259,Data Specialist - Business Intelligence,100000.0,Hays Information Technology,Central Coast NSW,Information Technology (IT),Business/Systems Analysts (IT),"['BUSINESS INTELLIGENCE', 'DATA MINING', 'PROJECT MANAGEMENT', 'STATISTICAL ANALYSIS']",https://www.careerone.com.au/jobview/data-specialist-business-intelligence/8e9a63eb-3b1e-4336-bd06-0522ccaa7094
260,"Senior Data Engineer, Clerk Grade 11/12 – 199042",138000.0,NSW Department of Education and Communities,Sydney NSW,Information Technology (IT),Software Engineering,"['ACROBAT', 'DATA ANALYST', 'DATA ANALYTICS', 'DATA COLLECTION', 'DATA MANAGEMENT', 'DATA SERVICES', 'DATA TRANSFORMATION', 'MICROSOFT WORD', 'OPERATIONAL DATA STORE', 'REAL TIME', 'STORAGE MANAGEMENT']",https://www.careerone.com.au/jobview/senior-data-engineer-clerk-grade-1112-%E2%80%93-199042/02215d3f-51c3-4ab1-9839-1e1f47f64173
261,Director EL2 Data Policy,176500.0,Michael Page Technology,Canberra ACT,Information Technology (IT),Database Development & Admin,['DATA GOVERNANCE'],https://www.careerone.com.au/jobview/director-el2-data-policy/6ab1ffa0-3a47-4c4f-9f22-f4186c4dcb77
262,Solution Architect - Data,125000.0,Talenza,Brisbane QLD,Information Technology (IT),Software & System Architecture,"['BUSINESS INTELLIGENCE', 'DATA WAREHOUSING', 'ETL', 'PROCESS ENGINEERING']",https://www.careerone.com.au/jobview/solution-architect-data/20d61d89-28be-4e78-b62a-595e0d93ec91
263,Senior Data Analyst,100500.0,Hays Policy & Strategy,Sydney NSW,Information Technology (IT),Business/Systems Analysts (IT),"['COMMUNICATION', 'DATA ANALYST', 'EXCELLENT WRITING']",https://www.careerone.com.au/jobview/senior-data-analyst/c16c55b3-f7e1-495a-b6a4-b85d663df7ef
264,Data Scientist - Customer Analytics,115000.0,Zip Co Limited,Sydney NSW 2000,Information Technology (IT),Business/Systems Analysts (IT),"['AWS', 'B2C', 'CUSTOMER ENGAGEMENT', 'DATA SCIENCE', 'HADOOP HIVE', 'INBOUND AND OUTBOUND', 'MACHINE LEARNING', 'NATURAL LANGUAGE PROCESSING', 'PRODUCT MARKETING', 'RANDOM FORESTS', 'REAL TIME', 'RECOMMENDATION ENGINE', 'SCRIPTING', 'SMS', 'SQL', 'TEAM BUILDING', 'TEXT ANALYTICS', 'TRADING', 'TRANSACTIONAL DATA']",https://www.careerone.com.au/jobview/data-scientist-customer-analytics/1d673321-dbf4-4eed-b8c7-c56dc1ff48da
265,Data Entry Administrator,64500.0,Hays Office Support,Melbourne VIC,Administration & Office Support,Data Entry,"['MICROSOFT EXCEL', 'OUTSTANDING COMMUNICATION', 'TYPING']",https://www.careerone.com.au/jobview/data-entry-administrator/23879c51-3f9b-49c5-a7ad-c83795305b28
266,Big Data Engineer,120000.0,Zip Co Limited,Sydney NSW 2000,Information Technology (IT),Software Engineering,"['AMAZON KINESIS', 'ANOMALY DETECTION', 'APACHE', 'APACHE HADOOP OOZIE', 'APACHE SPARK', 'AWS', 'BUSINESS ANALYSIS', 'BUSINESS REQUIREMENTS', 'DATA MANAGEMENT', 'DATA QUALITY', 'DATA REPLICATION', 'DEPLOYMENT', 'EMR', 'ETL', 'HADOOP', 'JAVA', 'KAFKA', 'LINUX', 'POSTGRESQL', 'PROJECT MANAGEMENT', 'SCRIPTING', 'SDLC', 'SOFTWARE ENGINEERING', 'SQL', 'TABLEAU SOFTWARE', 'TEAM BUILDING']",https://www.careerone.com.au/jobview/big-data-engineer/38f76a29-c564-4ea2-b36f-8e292e64193a
267,Lead Data Scientist,154500.0,Cash Converters,Perth WA 6000,Information Technology (IT),Developers/Programmers,"['COMMUNICATION', 'CONTINUOUS IMPROVEMENT', 'DATA SCIENCE', 'PROVISIONING', 'SOFTWARE ENGINEERING', 'SQL', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/lead-data-scientist/10-cashconverters2431341733ba
268,Senior Data Engineer,135500.0,Cash Converters,Perth WA 6000,Information Technology (IT),Software Engineering,"['AWS', 'COMMUNICATION', 'DATA GOVERNANCE', 'DATA SCIENCE', 'DOCKER', 'JAVA', 'MACHINE LEARNING', 'SOFTWARE ENGINEERING', 'SQL', 'STRUCTURED SOFTWARE', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/senior-data-engineer/10-cashconverters2881341726de
269,Telecommunications Trainee (Certificate III in Data and Voice,40500.0,Job Search,Shepparton & Central North VIC,Information Technology (IT),Telecommunications (IT),"['ANTENNA', 'CABLING', 'COMMUNICATION', 'TELECOMMUNICATIONS', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/telecommunications-trainee-certificate-iii-in-data-and-voice/1158c71b-7877-468d-9602-34d8e4f82e59
270,Senior Data & Menu Analyst,87000.0,dnata catering,Mascot NSW 2020,Information Technology (IT),Business/Systems Analysts (IT),"['DATA SERVICES', 'MICROSOFT EXCEL', 'MICROSOFT POWERPOINT', 'OPERATIONS', 'QAD']",https://www.careerone.com.au/jobview/senior-data-menu-analyst/10-alphaflight715134172206
271,Big Data Engineer - Python,100500.0,Capgemini Australia,Melbourne VIC,Information Technology (IT),Software Engineering,"['ANALYTICS PLATFORM', 'ARTICULATE', 'AWS', 'COMMUNICATION', 'DATA ANALYST', 'DATA MANAGEMENT', 'DATA QUALITY', 'DATA SOURCES', 'DATA WAREHOUSING', 'DEPLOYMENT', 'DOCKER', 'EMR', 'HBase', 'Hive', 'MAP REDUCE', 'NOSQL', 'OPERATIONS', 'PACKAGING', 'REAL TIME', 'SQL']",https://www.careerone.com.au/jobview/big-data-engineer-python/10a50592-d7ab-4afe-a050-9e9e832c14aa
272,BI/Data Modeller,126000.0,Peoplebank,Melbourne VIC,Information Technology (IT),Other (Information Technology (IT)),"['BUSINESS INTELLIGENCE', 'BUSINESS REQUIREMENTS', 'MARKETING ANALYSIS', 'MICROSOFT WORD', 'PROBLEM SOLVER', 'SQL']",https://www.careerone.com.au/jobview/bidata-modeller/2ad7f58a-5d5e-4327-8517-5b519f0c7713
273,Data Governance Manager,147500.0,Bluefin Resources,Melbourne CBD VIC,Information Technology (IT),IT Management & Senior Leadership,"['BUSINESS INTELLIGENCE', 'DATA GOVERNANCE', 'DATA MANAGEMENT', 'DATA MIGRATION', 'DATA QUALITY']",https://www.careerone.com.au/jobview/data-governance-manager/19a21326-4b8d-4c6e-b1fc-c2761cc2b48d
274,"Wanted Data Entry and Office Clerk, $30 An Hour",41500.0,Melwest Group,Hobart TAS,Administration & Office Support,Data Entry,"['OFFICE CLERK', 'SELF-STARTER']",https://www.careerone.com.au/jobview/wanted-data-entry-and-office-clerk-30-an-hour/05249c9b-052f-48f0-94e7-1308a5cef265
275,"Admin Clerk and Data Entry Administrator, $30/HR",44500.0,Melwest Group,Southern Suburbs Brisbane QLD,Administration & Office Support,Administration Assistants,['SELF-STARTER'],https://www.careerone.com.au/jobview/admin-clerk-and-data-entry-administrator-30hr/04d74a24-378c-46d7-a8c4-171e96dcc13e
276,Test Analyst- EDM- Enterprise Data Management,75000.0,Finite IT,Sydney NSW 2000,Information Technology (IT),Testing & Quality Assurance,"['DATA MANAGEMENT', 'TELECOMMUNICATIONS']",https://www.careerone.com.au/jobview/test-analyst-edm-enterprise-data-management/17844139-987e-4a8c-8e95-ebe622f7b87d
277,Data Administrator | Data Management | RDA,72500.0,APRA,Sydney NSW 2000,Information Technology (IT),Other (Information Technology (IT)),"['COMMUNICATION', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/data-administrator-data-management-rda/09a433ae-502c-4907-a8fa-b56d786394e2
278,Director - Risk Data Analytics,197000.0,KPMG,Melbourne VIC 3004,Information Technology (IT),IT Management & Senior Leadership,"['ARTIFICIAL INTELLIGENCE', 'BIG DATA ANALYTICS', 'COMMUNICATION', 'DATA ANALYST', 'DATA ANALYTICS', 'DATA ARCHITECTURE', 'DATA MANAGEMENT', 'DATA SCIENCE', 'DATASETS', 'MACHINE LEARNING', 'MANAGEMENT', 'MATLAB', 'NATURAL LANGUAGE PROCESSING', 'Serial Attached SCSI', 'SQL', 'TELECOMMUNICATIONS']",https://www.careerone.com.au/jobview/director-risk-data-analytics/09e1d066-0026-4375-82df-43d6207e6a7d
279,Privacy and Data Protection Senior Analyst,100000.0,Deloitte,Sydney NSW 2000,Information Technology (IT),IT Management & Senior Leadership,"['COMMUNICATION', 'DATA PROTECTION', 'DIGITAL STRATEGY', 'INFORMATION SECURITY', 'LEADERSHIP', 'MANAGEMENT', 'SELF-STARTER', 'TEAM PLAYER', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/privacy-and-data-protection-senior-analyst/09ee94a7-94a4-4407-a3ab-6553c89fe9fa
280,Data Governance Analyst,100500.0,Deloitte,Sydney NSW 2000,Information Technology (IT),Business/Systems Analysts (IT),"['DATA GOVERNANCE', 'DATA MANAGEMENT', 'DATA QUALITY', 'DATA TRANSFORMATION', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MARKETING ANALYSIS', 'PACKAGING', 'POWER BI', 'TABLEAU SOFTWARE']",https://www.careerone.com.au/jobview/data-governance-analyst/0af28316-00b2-41a4-9d14-671553f381da
281,SAP Data Services / Data Migration,165500.0,Aurec,Canberra ACT,Information Technology (IT),Consultant,"['CODING', 'DATA MIGRATION', 'DATA SERVICES', 'SAP']",https://www.careerone.com.au/jobview/sap-data-services-data-migration/268ca010-c288-437d-8543-b50bf90f1a29
282,Research Fellow / Fellow | Data Assimilation Analyst | Institute for Water futures,100000.0,Australian National University,Canberra ACT,"Education, Training & Childcare","Other (Education, Training & Childcare)",['TEACHING'],https://www.careerone.com.au/jobview/research-fellow-fellow-data-assimilation-analyst-institute-for-water-futures/313ec13e-3534-42a6-8d4b-4049ac7864f9
283,Principal Lead- Big Data / Scripting / Devops- Major Bank,178500.0,Bluefin Resources,Sydney CBD NSW,Information Technology (IT),Team Leader,"['CYBER SECURITY', 'DATA MANIPULATION', 'MANAGEMENT', 'REST', 'RUBY', 'SCRIPTING', 'SQL', 'SYSTEMS INTEGRATION', 'WORKFLOW']",https://www.careerone.com.au/jobview/principal-lead-big-data-scripting-devops-major-bank/39ef7db5-c081-4f18-8a77-779b94a7c583
284,"Data Analyst, Design & Development",88000.0,Hasbro,Australia,Information Technology (IT),Developers/Programmers,"['BOOTSTRAP', 'DATA AGGREGATION', 'DATA ANALYST', 'DATA MINING', 'DATA SOURCES', 'DATA WAREHOUSING', 'ETL', 'HTML5', 'JAVASCRIPT', 'JOB SCHEDULING', 'JQUERY', 'MARKETING ANALYSIS', 'OPERATIONS', 'PROBLEM SOLVER', 'PRODUCT DEVELOPMENT', 'PRODUCT LAUNCH', 'PROJECT MANAGEMENT', 'PTC', 'PYTHON', 'REAL TIME', 'REPORTING TOOLS', 'SAP', 'SCRIPTING', 'SQL', 'STORED PROCEDURES', 'VBA', 'VERSION CONTROL', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/data-analyst-design-development/523d0a1e-5940-40ae-97fa-4fd3f1d67be9
285,EL 1 Assistant Director Fraud & Compliance - Fraud Data Analyst,107000.0,Australian Public Service (APS),Canberra ACT,Social Work & Community Services,Community & Social Services,[],https://www.careerone.com.au/jobview/el-1-assistant-director-fraud-compliance-fraud-data-analyst/66d670f2-6832-455f-961e-c7e76fb2975a
286,Data Entry - SAP,54000.0,GWF,Sydney CBD NSW,Accounting,Accounts Clerk/Officer,"['HUMAN RESOURCES', 'OPERATIONS', 'PRICING', 'SAP', 'TIME MANAGEMENT', 'TRADING']",https://www.careerone.com.au/jobview/data-entry-sap/78d7246b-8af2-41d1-a6b4-41048b99b2dc
287,Head of Data Science,198500.0,HR National & Sales Staff Australia,Sydney CBD NSW,Information Technology (IT),IT Management & Senior Leadership,"['DATA SCIENCE', 'SMS']",https://www.careerone.com.au/jobview/head-of-data-science/a156afc5-3e81-45ae-a4d8-3bb569db5204
288,data entry in Macquarie Park,57000.0,Randstad,Macquarie Park NSW 2113,Administration & Office Support,Data Entry,"['MICROSOFT EXCEL', 'PROOFREADING', 'STRONG WORK ETHIC']",https://www.careerone.com.au/jobview/data-entry-in-macquarie-park/9bc3e8be-7efb-43f1-8c9d-091ad10b3cfe
289,"Big Data Engineer - AWS, Hadoop",180000.0,FourQuarters,Melbourne CBD VIC,Information Technology (IT),Software Engineering,"['AMAZON KINESIS', 'AWS', 'DATA SCIENCE', 'DATA WAREHOUSING', 'EMR', 'HADOOP', 'KAFKA', 'REAL TIME', 'SQL', 'UNSTRUCTURED DATA']",https://www.careerone.com.au/jobview/big-data-engineer-aws-hadoop/621d8c53-8b6a-4e70-b9e7-fb661af7e8a2
290,Senior Data Solutions Specialist,126000.0,University of Melbourne,Parkville VIC 3052,Information Technology (IT),IT Management & Senior Leadership,"['DATA MANAGEMENT', 'HIGH PERFORMANCE COMPUTING', 'IMAGING', 'MANAGEMENT', 'OBJECT ORIENTED', 'PACKAGING', 'STRUCTURED SOFTWARE']",https://www.careerone.com.au/jobview/senior-data-solutions-specialist/916a8e00-6353-440b-8848-07b68f431dcd
291,Data Architect - Manager,126000.0,Deloitte,Sydney CBD NSW,Information Technology (IT),Software & System Architecture,"['AWS', 'COMMUNICATION', 'DATA ANALYTICS', 'DATA GOVERNANCE', 'DATA TRANSFORMATION', 'ETL', 'INFORMATICA', 'MYSQL', 'PACKAGING', 'PROJECT MANAGEMENT', 'TRADING']",https://www.careerone.com.au/jobview/data-architect-manager/5fc6349c-bdc1-406e-82fa-f3ea0dc3f8db
292,$30/HR - Office Administrator and Data Entry Clerk,43500.0,Melwest Group,Sydney CBD NSW,Administration & Office Support,Data Entry,"['OFFICE ADMINISTRATOR', 'SELF-STARTER']",https://www.careerone.com.au/jobview/30hr-office-administrator-and-data-entry-clerk/5fd4a4dc-5074-44da-b120-8b6553a4a66c
293,"Senior Data Analyst, Clerk Grade 9/10 - 170195",116500.0,JobsNSW,Parramatta NSW 2123,"Government, Emergency Services & Defence",State Government,"['ACROBAT', 'MICROSOFT WORD']",https://www.careerone.com.au/jobview/senior-data-analyst-clerk-grade-910-170195/6506ea60-dfb0-4e20-bb6a-99067d6be0c0
294,Data Scientist,135000.0,PRA,Melbourne CBD VIC,Information Technology (IT),Database Development & Admin,"['COMMUNICATION', 'DATA MINING', 'DEVELOP ALGORITHMS', 'Hive', 'MACHINE LEARNING', 'MARKETING ANALYSIS', 'NOSQL', 'SCRIPTING', 'Serial Attached SCSI', 'SQL']",https://www.careerone.com.au/jobview/data-scientist/7f59ccdd-de18-4b2d-a97f-ea05dd59e9fe
295,Asset Data Analyst,96500.0,WesTrac,Perth CBD & Inner Suburbs WA,Mining & Energy,Environmental/Geological Testing & Analysis,"['EXCELLENT CUSTOMER SERVICE SKILLS', 'FOSSIL POWER', 'MATLAB', 'MICROSOFT OFFICE', 'OPERATIONS', 'ROOT CAUSE ANALYSIS', 'TIME MANAGEMENT']",https://www.careerone.com.au/jobview/asset-data-analyst/7e38f26a-527f-4ffd-bd64-e05bece59af7
296,Data Analyst,107000.0,State Government of WA,Nedlands WA 6009,Information Technology (IT),Business/Systems Analysts (IT),"['DATA ANALYST', 'PACKAGING']",https://www.careerone.com.au/jobview/data-analyst/7fe9dcf8-1716-433a-9dd7-28f15f57311e
297,Data Engineer,100000.0,Qantas Airways Limited,Sydney CBD NSW,Information Technology (IT),Developers/Programmers,"['APACHE SPARK', 'ARTIFICIAL INTELLIGENCE', 'AWS', 'CONTINUOUS IMPROVEMENT', 'DATA SCIENCE', 'EMBEDDED SYSTEMS', 'EMR', 'JAVA', 'JAVASCRIPT', 'MACHINE LEARNING', 'NATURAL LANGUAGE PROCESSING', 'NODE.JS', 'ReactJS', 'REAL TIME', 'REDUX', 'SYSTEM INTEGRATION']",https://www.careerone.com.au/jobview/data-engineer/5bb0a013-79b9-4052-bd0a-d7592c371434
298,Senior Business Analyst - Data Analytics,150500.0,Peoplebank,Sydney NSW 2000,Information Technology (IT),Business/Systems Analysts (IT),"['ANALYTICS PLATFORM', 'DATA ANALYTICS', 'DATA GOVERNANCE', 'DATA MANAGEMENT', 'PROJECT MANAGEMENT', 'USER STORIES']",https://www.careerone.com.au/jobview/senior-business-analyst-data-analytics/a984a0f6-4183-4e81-b54d-a03d0334093a
299,"Wekend Data Entry and Office People, $28/PH",46000.0,Melwest Group,Melbourne VIC,Administration & Office Support,Data Entry,['SELF-STARTER'],https://www.careerone.com.au/jobview/wekend-data-entry-and-office-people-28ph/7719788f-8aec-4e63-934e-bf00d1f9f96c
300,Data Engineer,116000.0,Balance Recruitment,Wollongong NSW 2500,Information Technology (IT),Software Engineering,"['AWS', 'DATA ANALYTICS', 'ELASTICSEARCH', 'ETL', 'KAFKA', 'MARKETING ANALYSIS', 'MICROSOFT WORD', 'MYSQL', 'SCRIPTING', 'SQL']",https://www.careerone.com.au/jobview/data-engineer/a5a69da9-4fa7-4427-83ff-e18df53fe422
301,Data Entry & Customer Service Consultant,50500.0,DFP Government,Geelong Area Melbourne VIC,Customer Service & Call Centre,Contact & Call Centre,"['COMMUNICATION', 'CONTACT CENTRE', 'TEAM PLAYER', 'TIME MANAGEMENT', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/data-entry-customer-service-consultant/4889e0f8-c7ce-4a2d-a2d6-f5cccbb036bd
302,Lead Data Scientist,126500.0,Paxus,Perth CBD & Inner Suburbs WA,Information Technology (IT),Developers/Programmers,"['DATA SCIENCE', 'DOCKER', 'LINUX', 'SQL', 'UNIT TESTS']",https://www.careerone.com.au/jobview/lead-data-scientist/ac2a2043-ceba-49cb-83c7-2de257fd4dc4
303,Senior Data Centre Engineer,102000.0,Macquarie Group,Sydney NSW 2000,Information Technology (IT),IT Management & Senior Leadership,"['CABLING', 'CHANGE MANAGEMENT', 'COMMUNICATION', 'DATA CENTER', 'DATA CENTER OPERATIONS', 'IT INFRASTRUCTURE', 'MANAGEMENT', 'OPERATIONS', 'PROJECT SUPPORT']",https://www.careerone.com.au/jobview/senior-data-centre-engineer/c2aaf4f0-6b35-447d-b21b-3fc141ba644e
304,Data Management Lead,102000.0,Qantas Airways Limited,Sydney CBD NSW,Information Technology (IT),Other (Information Technology (IT)),"['CYBER SECURITY', 'DATA GOVERNANCE', 'DATA MANAGEMENT', 'DATA QUALITY', 'DATA WAREHOUSING', 'MASTER DATA MANAGEMENT', 'TIME MANAGEMENT', 'TRADING']",https://www.careerone.com.au/jobview/data-management-lead/ad49fc7d-9d28-4c3c-8444-270ce1aebb8d
305,"Senior Analyst, Business Administration | Data Management | RDA",89500.0,APRA,Sydney NSW 2000,Information Technology (IT),Other (Information Technology (IT)),"['COMMUNICATION', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/senior-analyst-business-administration-data-management-rda/b3467b0f-c934-4628-a724-816c03e2a73e
306,Multiple Technical Opportunities In Research Computing And Data Services,90000.0,University of Melbourne,Parkville VIC 3052,Information Technology (IT),Other (Information Technology (IT)),"['DATA MANAGEMENT', 'DATA SERVICES', 'GPGPU', 'HIGH PERFORMANCE COMPUTING', 'PACKAGING']",https://www.careerone.com.au/jobview/multiple-technical-opportunities-in-research-computing-and-data-services/d40c5824-8c95-461a-8399-0b3ab54eb0c2
