,Job_Title,Salary,Company_Name,Location,Category,Subcategory,Skills,Links,Above avg.,Base pay,Career level,Company size,Contract type,Date posted,Description,Desired education level,Estimated,Industry,Job mode,Occupation,Sector,Work Authorisation,Work type
755,Data Integration and Tag Specialist,124500.0,Jetstar,Melbourne VIC,Information Technology (IT),IT Management & Senior Leadership,"['AJAX', 'ARTICULATE', 'AWS', 'BUSINESS INTELLIGENCE', 'CODING', 'COMMUNICATION', 'CSS', 'DATA WAREHOUSING', 'DATASETS', 'FRONT END DEVELOPER', 'HTML', 'JAVASCRIPT', 'MANAGEMENT', 'MS SQL SERVER', 'REAL TIME', 'SQL', 'TAXONOMY', 'WEBPACK', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/data-integration-and-tag-specialist/ef06615a-6c07-45d4-92fb-854e49a3365f,,,,,Permanent,6 Oct 2019,"•    Advertising closes 1st November Jetstar thrives on innovation! We are always looking to employ ambitious and proactive professionals to help our business work smarter and more efficiently. You will be encouraged to think innovatively whilst developing and maintaining best practice.  We’re currently looking for a passionate and experienced front-end developer who loves code and loves travel who is seeking to develop their career in next generation data and cloud technologies. Jetstar is looking to expand on its journey to the cloud by combining its online and offline datasets into a cloud enabled customer data platform. Working as part of a team, you’ll work alongside developers, analysts and engineers to play a crucial role in maintaining tagging governance across our digital assets, managing and optimising our data layer codebase, schema and taxonomy and building our next generation online data pipelines. You’ll get to make great use of your existing front-end development and tag management skills, as well as develop new skills in data modelling, real-time data warehousing as well as cloud software and infrastructure. Your main accountabilities will include: •    Facilitate excellent customer experience in our journey to the cloud•    Writing and debugging clean, scalable JavaScript code•    Facilitates technical decision making and liaises with solution stakeholders and vendors to ensure expected business outcomes are achieved•    Empower our teams to utilize and realize value from real time data•    Effectively troubleshoot and analyse complex issues related to JavaScript Tags, APIs, Data Discrepancies and general front-end code languages, identify possible solutions, and present recommendations & best practices•    Develop standards based, accessible, clean, scalable, performant, testable JavaScript code•    Be an expert across cloud-based data solutions, Adobe Experience Cloud and/or Oracle Marketing Cloud, as well as exposure to traditional technologies, such as MS SQL Server while developing in Amazon Web Services infrastructure•    Gate keeping our data layer schema and quality to ensure clean useable data is maintained at the point of collection•    Manage and prioritize your workload daily. To be successful in this role, you will demonstrate the following skills & experience: •    A minimum of 3 years of experience JavaScript, HTML, CSS, AJAX front end frameworks, and experience in mobile frameworks or other coding languages (npm/yarn, webpack, react an additional plus)•    Knowledge of git and branching strategies•    You have experience working with digital marketing, tag management and data layer development•    Experience developing data layer documentation and specifications for new feature development across web and apps•    You are passionate about troubleshooting with a great attention to detail•    You have familiarity with tools such as Chrome Debugger, Charles Proxy, Firebug, mobile debugging, various BI tools, databases, and SQL languages•    You have experience in digital marketing and web analytics products including Adobe DTM/Launch, Adobe Analytics, Adobe Audience Manager and Oracle Marketing Cloud•    You possess excellent written and verbal communication skills and are a clear and articulate speaker•    You have a university degree in Computer Science or a related field.  About Us The Jetstar Group has airlines in Australia, New Zealand, Singapore, Japan and Vietnam. Since launch in 2004, we have grown from a team of 700 to 7,600 and have flown more than 250 million passengers. Collectively we now offer more than 5000 flights a week to more than 85 destinations in 17 countries and territories across the Asia Pacific region, with a fleet of more than 130 aircraft.  Our CultureJetstar is alive with a sense of adventure. Day in and day out, our teams search for new places to fly, new ways to add value and new ideas to improve performance. If you love the road less travelled, you’ll love working here because ours is a team who innovate every day, thrive on delivery, support each other and celebrate our successes. You’ll be supported to challenge, anticipate and explore while you work will connect people and enrich lives. We encourage diversity and aim to create an environment where our employees feel valued, respected and enabled. Our BenefitsTeam members have access to heavily discounted fares to destinations all over the world – not only for team members, but for their favourite travel companions too. Our staff travel benefit includes discounts on airfares, accommodation, car hire and travel insurance for both domestic and international travel. Discounts can be used within the Jetstar Group airlines, Qantas and other partner airlines.",,"$100,000 - $149,000",,Standard/Business Hours,IT Management & Senior Leadership,,Australian Citizen/Permanent Resident,Full Time
756,"Office and Data Entry Clerk Required, $30 Hour",43500.0,Datamark Inc,Sydney CBD NSW,Administration & Office Support,Data Entry,"['ADMINISTRATIVE TASKS', 'ANSWERING', 'CUSTOMER SERVICE ORIENTED', 'EXCELLENT PHONE SKILLS', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'OFFICE ADMINISTRATOR', 'TYPING']",https://www.careerone.com.au/jobview/office-and-data-entry-clerk-required-30-hour/00af2166-ee75-45eb-ad4c-6ee1ad96991d,,"$29,000 - $58,000",,,Permanent,5 Oct 2019,"We are looking for a computer savvy and hard working Office Administrator and Data Entry Clerk to join our team. As the successful candidate, you will be encouraged to develop your skills in a flexible environment that promotes self-fulfillment and innovation. You understand the importance of building and maintaining professional relationships with our national and international clients. Key Responsibilities:  • Compare data with source documents, re-enter data in verification format to detect errors  • Answering calls and emails from clients and notaries; resolve issues that arise  • Input orders from our clients into our appointment system  • Provide support for administrative tasks  • Locate and correct data entry errors  • On the job training will be provided  • Other duties as may be assigned Skills Required:  • Excellent phone skills  • High school diploma required  • Professional and customer service oriented  • Attention to detail and ability to multi-task  • Possess excellent word processing/typing skills  • Excellent verbal and written communication skills  • Strong proficiency in MS Office (Excel, Word, and Outlook) If you're interested, apply with resume and cover letter to: [email protected] We would like to thank all applicants for their interest.",,,,Standard/Business Hours,Data Entry,,Australian Citizen/Permanent Resident,Full Time
757,"Hiring Data Entry and Office Clerks, $30 Hourly",53000.0,Hire Network,Sydney CBD NSW,Administration & Office Support,Data Entry,['COMMUNICATION'],https://www.careerone.com.au/jobview/hiring-data-entry-and-office-clerks-30-hourly/2253ab8c-2762-41f2-9cbb-6becb4ec7d0b,,"$48,000 - $58,000",,,Permanent,5 Oct 2019,"We are looking for energetic, self starters and motivated Administration Assistant and Data Entry Clerk to join our team. It is data entry position where you would have lots of role to grow income and careers. We will provide you full support, training and resources you need to get the job done. DUTIES AND RESPONSIBILITIES:  • Analyze user requirements for reports, forms, queries, and data extraction  • Import and/or export data between different kinds of software  • Manipulate large data sets using advanced Excel techniques  • Tracking, managing, and validating data across systems  • Maintain data integrity on an ongoing basis  • Perform other duties as required SKILLS AND QUALIFICATIONS:  • Ability to multi-task  • High attention to detail  • Excellent communication skills  • Highly efficient and accurate work habits  • Post-secondary education in a related field  • Superior organization and prioritization of tasks  • Experience in an administrative or data entry position If you are interested in this position, please send your CV to: [email protected] We thank all candidates for their interest.",,,,Standard/Business Hours,Data Entry,,Australian Citizen/Permanent Resident,Full Time
758,Principal Consultant / Architect (Data and Cloud) - Sydney CBD,175000.0,PRA,Sydney NSW 2000,Information Technology (IT),Software & System Architecture,"['AWS', 'BUSINESS INTELLIGENCE', 'CODING', 'DATA ANALYTICS', 'JENKINS', 'SCRIPTING', 'SQL']",https://www.careerone.com.au/jobview/principal-consultant-architect-data-and-cloud-sydney-cbd/0d93fff9-097b-4cdd-b4b4-162d5fcac02f,"$170,000 - $180,000",,,,Permanent,5 Oct 2019,"One of the top ranking IT start-ups in Australia is seeking a Principal Consultant to join them in a permanent position. This person will combine the delivery of technical solutions and pre-sales activity, as well as being a 2IC to the Practice Lead.  EXPERTISE Essential  Experience working in Data Analytics, BI or AI roles, with solid data modeling skills Hands on with coding/programming/scripting languages such as SQL, R or/and Python AWS Cloud Platform experience; AWS certification mandatory  Build and run CI/CD pipelines (Jenkins, Bamboo, etc.)   DevSecOps experience (Release Automation, Security Automation and Infrastructure as Code) Proven experience in delivering data lake, data strategy and road-mapping projects for clients   Beneficial   Previous experience in consulting roles    HOW TO APPLY  If you feel this role is suited to your skills and experience please click the ""Apply Now"" button and follow the steps OR send your most up to date CV to [email protected]",,,,Standard/Business Hours,Software & System Architecture,,Australian Citizen/Permanent Resident,Full Time
759,Senior Data Developer,117500.0,Greythorn,Sydney CBD NSW,Information Technology (IT),Developers/Programmers,"['BUSINESS INTELLIGENCE', 'DATA CONVERSION', 'DATA MIGRATION', 'DATA SOURCES', 'DATA TRANSFORMATION', 'DATAMART', 'DATASETS', 'DEPLOYMENT', 'ETL', 'SQL']",https://www.careerone.com.au/jobview/senior-data-developer/3017a408-a8ed-4052-86d2-f15d021424d5,,"$110,000 - $125,000",Senior (Experienced Non-Manager),,Permanent,5 Oct 2019,"My client, an Australian Icon, is seeking to engage a Senior Data Developer to play a critical role in a data transformation project. You will be responsible for delivering end to end solutions for the transfer of data from multiple sources to the cloud. As a Data Developer, you will focus on ETL to pull data from one source and place it into another to help the transformation of data to the Google Cloud Platform right from the design through to implementation and deployment.  Role & Responsibilities: Design, construct, install, test and maintain scalable database/ datamart solutions and analytic tools/apps for the teamTransition datasets from legacy products and external data sources to Google Cloud PlatformDevelop data-set processes for data modelling, mining and productionPerform collection, cleansing, merging and management of data from various sources across the businessBuild and maintain new data structures and design data processing systems  Skills & Experience: 5 years working experience as data migration/transformation/integration specialistGoogle Cloud Platform experience preferred, but must have general cloud experience and understandingStrong SQL experienceData modelling and ETL (Alteryx a plus) experienceProgramming experience (Python or R)Great experience in Data Conversion/Migration Projects within a consulting led environment Experis ANZ is parent to a portfolio of brands; Greythorn, Safesearch, GT-X and Global Attract. These brands make up our core specialisations for Technology & Digital, Executive, Engineering and Workplace Health, Safety and Environment. When you apply for this opportunity you will be directed to the parent website www.experis.com.au to lodge your application. Experis is part of the ManpowerGroup, a global leader in offering end to end workforce solutions. Does this sound like you? If you're curious and willing to have a conversation about this role, please pick up the phone and speak with our recruitment specialist below. Nick BarwickData & BICandidate ManagerLet's Connecthttps://www.linkedin.com/nbarwick/+ 61 2 9249 8057 By submitting your resume and other personal information with this application you are consenting to this information being collected in line with our privacy policy. Follow the link to learn more - www.greythorn.com.au/privacy-policy",,,,Standard/Business Hours,Developers/Programmers,,Australian Citizen/Permanent Resident,Full Time
760,"Evening Data Entry and Admin Clerk, $30/HR",51000.0,Datamark Inc,Melbourne VIC,Administration & Office Support,Data Entry,"['ADMINISTRATIVE TASKS', 'ANSWERING', 'CUSTOMER SERVICE ORIENTED', 'EXCELLENT PHONE SKILLS', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'OFFICE ADMINISTRATOR', 'TYPING']",https://www.careerone.com.au/jobview/evening-data-entry-and-admin-clerk-30hr/a34ba9ad-7d96-47e1-a7e7-e177acc0fd52,,"$44,000 - $58,000",,,Permanent,5 Oct 2019,"We are looking for a computer savvy and hard working Office Administrator and Data Entry Clerk to join our team. As the successful candidate, you will be encouraged to develop your skills in a flexible environment that promotes self-fulfillment and innovation. You understand the importance of building and maintaining professional relationships with our national and international clients. Key Responsibilities:  • Compare data with source documents, re-enter data in verification format to detect errors  • Answering calls and emails from clients and notaries; resolve issues that arise  • Input orders from our clients into our appointment system  • Provide support for administrative tasks  • Locate and correct data entry errors  • On the job training will be provided  • Other duties as may be assigned Skills Required:  • Excellent phone skills  • High school diploma required  • Professional and customer service oriented  • Attention to detail and ability to multi-task  • Possess excellent word processing/typing skills  • Excellent verbal and written communication skills  • Strong proficiency in MS Office (Excel, Word, and Outlook) If you're interested, apply with resume and cover letter to: [email protected] We would like to thank all applicants for their interest.",,,,Standard/Business Hours,Data Entry,,Australian Citizen/Permanent Resident,Full Time
761,Data and Costing Analyst,106000.0,Paxus,Canberra ACT,Information Technology (IT),IT Management & Senior Leadership,"['MANAGEMENT', 'MARKETING ANALYSIS']",https://www.careerone.com.au/jobview/data-and-costing-analyst/9fae9548-f086-437c-acb0-bd8e84028890,,,,,Permanent,5 Oct 2019,"Main areas of focus: Investigate corporate data requirements, and applies data analysis, data modelling and quality assurance techniquesProvides advice and guidance to database designers and others using the data structures and associated components.Investigate, analyse and provide specialist advice pertaining to project financial data requirements Provide data modelling of projected project costs during various phases of work Establish, create and maintain project financial data structures and costing components relating to affordability cost estimates, internal cost estimates and final cost estimates Evaluate and provide recommendations of business risks that affect the Work take on process and facilitate resolution of escalated problems/issues in accordance with Agencies escalation procedures. Required skills:  Very strong stakeholder management skills.Data modelling and quality assurance experienceExperience establishing and maintaining project financial data structures and costing components relating to affordability cost estimates, internal cost estimates and final cost estimatesFamiliar with commonwealth procurement guidelines / processes",,"$106,000",,Standard/Business Hours,IT Management & Senior Leadership,,Australian Citizen/Permanent Resident,Full Time
762,Data Analyst,82500.0,ClearScore,Sydney NSW 2000,Information Technology (IT),Business/Systems Analysts (IT),"['DATA ANALYST', 'SQL']",https://www.careerone.com.au/jobview/data-analyst/685394d5-c2a9-496e-b418-e0baf7a4c5b0,,,,,Permanent,5 Oct 2019,"ClearScore is one of the leading FinTech companies in the UK. We’re a fast-growing business with a mission to put people in charge of their personal finances – firstly by giving them access to their credit score and report, then by teaching them how to understand and improve it. The business was recently awarded a place on the prestigious Future Fifty list and we have ambitions to reach over 12 million users globally by the end of 2019. We launched in South Africa in 2017, in India in 2018 and have more markets on the roadmap for 2019 and beyond. As an analyst for the Australia team, you’ll be focussed on helping us to bring on as many new users as possible, understand the user base and work out how we can best serve them. The insights you uncover will shape the strategy. You’ll be looking at questions such as...  How do we make our media spend as effective as possible? What features do our users find most helpful, and what more can we do? How do we ensure that our users can apply for credit as simply, quickly and safely as possible?  You’ll be working as part of and getting support from the wider new markets team (mostly UK-based) and the local market team out in Australia, with the chance to travel out to London, Mumbai and to our other markets. The ideal person will come with a natural curiosity and analytical nature. You’ll love learning, have a go-getting attitude and a willingness to think creatively. You’ll enjoy the fast pace and the ability to get things done. What we would like you to do:  Be a part of a small, close knit team working on a wide range of activities to drive growth across the Australian business. Get involved in the decision and insight analytics across the Australian and international team, focused on user signup, engagement and monetisation. You don’t need to have experience in all these areas, but we want you to enjoy the chance to learn on the job. Have an open communication style as you work with other teams around the business and around the world. You’ll be able to take the initiative in spotting issues and opportunities, digging into them, and understanding how they impact on the business. You’ll be able to work closely with developers, product managers and marketing and commercial teams to really understand what’s going on.  Requirements  1-2 years analytical work experience Comfortable using SQL Ability to deliver key findings to the business in a clear and concise manner Good written and presenting skills Numerate with a good attention to detail Experience with R or Python is a plus  Benefits  Holidays – 24 paid holidays and a “duvet day” on your birthday 9.5% Super annuation Flexible work hours and the ability to work from home Flexible, generous and personalised maternity and paternity plans Monthly team events and office days out that we get to choose, and company events at the end of each race and retro ",,"$65,000 - $100,000",,Standard/Business Hours,Business/Systems Analysts (IT),,Australian Citizen/Permanent Resident,Full Time
763,Data Engineer,100000.0,Modis,Perth CBD & Inner Suburbs WA,Information Technology (IT),Software Engineering,"['AWS', 'CUSTOMER ENGAGEMENT', 'DATA SOURCES', 'HADOOP', 'KAFKA', 'NOSQL', 'SCRIPTING', 'SQL', 'UNSTRUCTURED DATA']",https://www.careerone.com.au/jobview/data-engineer/a246b505-f28c-4e2c-a9bc-3bf2a2c0f284,,,,,Contract,5 Oct 2019,"To meet Modis' continuously growing pipeline of work, we are looking for a Data Engineer to join our team. Your Role:   Design, Develop and Implement data pipeline architectures using native cloud services or bespoke custom architectures.Build infrastructure required to extract, transform, and load data from a wide variety of legacy data sources into a scalable data lake platform.Use the latest tools to create and maintain metadata catalogues.Create automated data load jobs that are easy to support, maintain, and debug.Develop simple data models from complex data structures that can be used by all business entities. Essential Skills: Customer focused mindset ensuring delivery of solutions on time and within budget.Experience building and optimizing data pipelines, architectures and data sets.Advanced SQL knowledge and experience working with relational databases, query authoring and optimization, and database storage technologies.Strong analytical skills working with both structured and unstructured data.A successful history of demonstrating value from data and customer engagement activities.We are looking for a candidate with 5 + years of experience in a Data Engineering Role, who has attained a Graduate Degree in Computer Science, Mathematics or Information Systems. Plus experience using the following software/toolsExperience with big data tools: Hadoop, Spark, KafkaExperience with relational SQL, NOSQL, Graph databasesExperience with AWS Cloud Native Services: Glue, DataPipeline, Redshift, AWS Data Lake, RDS, Lambda, AWS CLI, and SAM.Infrastructure as Code Scripting and deployments.CI/CD, DevOps Methodologies. Experience with big data tools: Hadoop, Spark, KafkaExperience with relational SQL, NOSQL, Graph databasesExperience with AWS Cloud Native Services: Glue, DataPipeline, Redshift, AWS Data Lake, RDS, Lambda, AWS CLI, and SAM.Infrastructure as Code Scripting and deployments.CI/CD, DevOps Methodologies. Modis is a national professional services company with global capability. Our committed and talented professionals have delivered world class IT and business consulting services across a wide range of industries. As a member of global professional services group Adecco, we offer world-class employment opportunities. Culture & Benefits Our people are the lifeblood of our business, and it is our people, irrefutably, who are our single biggest differentiator over other consulting organisations. At Modis, you will work for a highly successful growing organisation that offers national consulting opportunities, and you will have the freedom to create your own success, as well as learning and development support in order to realise your potential. We invite you to apply below and learn more about the diverse range of opportunities at Modis and what makes our workplace culture inspiring. For more information on the role, please contact Shilpa Singh on 0893248430 Due to new privacy laws regarding the collection and handling of personal information, all applications must be submitted online. Once you click on the ""apply for this job"" button below, you will be directed to our Online Centre where you will have the opportunity to read and agree to our Privacy and Collection statements, and it will allow your details to be formally lodged and processed correctly. ""Modis is an Equal Opportunity Employer, committed to all forms of workforce inclusion. We actively invite and encourage applications by candidates from diverse backgrounds.""",,"$100,000",,Standard/Business Hours,Software Engineering,,Australian Citizen/Permanent Resident,Full Time
764,"Wanted Data Entry and Admin Clerk, $28 Hour",51000.0,Datamark Inc,Perth CBD & Inner Suburbs WA,Administration & Office Support,Data Entry,"['ADMINISTRATIVE TASKS', 'ANSWERING', 'CUSTOMER SERVICE ORIENTED', 'EXCELLENT PHONE SKILLS', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'OFFICE ADMINISTRATOR', 'TYPING']",https://www.careerone.com.au/jobview/wanted-data-entry-and-admin-clerk-28-hour/6d8aaaad-25d5-4c53-82fa-728f1ab346a2,,"$48,000 - $54,000",,,Permanent,5 Oct 2019,"We are looking for a computer savvy and hard working Office Administrator and Data Entry Clerk to join our team. As the successful candidate, you will be encouraged to develop your skills in a flexible environment that promotes self-fulfillment and innovation. You understand the importance of building and maintaining professional relationships with our national and international clients. Key Responsibilities:  • Compare data with source documents, re-enter data in verification format to detect errors  • Answering calls and emails from clients and notaries; resolve issues that arise  • Input orders from our clients into our appointment system  • Provide support for administrative tasks  • Locate and correct data entry errors  • On the job training will be provided  • Other duties as may be assigned Skills Required:  • Excellent phone skills  • High school diploma required  • Professional and customer service oriented  • Attention to detail and ability to multi-task  • Possess excellent word processing/typing skills  • Excellent verbal and written communication skills  • Strong proficiency in MS Office (Excel, Word, and Outlook) If you're interested, apply with resume and cover letter to: [email protected] We would like to thank all applicants for their interest.",,,,Standard/Business Hours,Data Entry,,Australian Citizen/Permanent Resident,Full Time
765,IT Security Architect/Data Protection Lead,178000.0,Toll People,Port Melbourne VIC 3207,Information Technology (IT),Security,"['ARTICULATE', 'CISM', 'CISSP', 'COMPTIA', 'CYBER SECURITY', 'DATA PROTECTION', 'ISO', 'MCSE', 'NIST', 'OPERATIONS', 'RISK ANALYSIS', 'SARBANES-OXLEY (SOX)', 'SECURITY ARCHITECTURE', 'SOC']",https://www.careerone.com.au/jobview/it-security-architectdata-protection-lead/947861f2-7a66-4515-9545-9baa923b923a,,,,,Permanent,5 Oct 2019,"Who are we?  The Toll Group is the Asian region's leading provider of integrated logistics services, generating annual revenue of AU$8.3 billion and employing over 40,000 people across an extensive network of 1,200 sites throughout more than 50 countries across the world. We're committed to providing a safe, diverse, satisfying and fulfilling workplace for all our people. We value integrity, trust, teamwork and being open and transparent.  The opportunity?  As a Data Protection Lead you will be responsible for all aspects of Security organisational Reporting, Risk Analysis and Consultation on IT Security Regulatory Compliance and Third-Party Assurance. This role is also responsible for ensuring consistency, conciseness and effective coordination in the delivery of executive briefings on emerging and realised security incidents. This includes managing activities to ensure that Delivery & Engineering as well as IT Security Operations Team meet appropriate Security Control requirements, standards, policies and risk mitigation obligations, providing oversight and high-level coordination of Security related activities to ensure alignment with the Tolls corporate objectives.  The Data Protection Lead has responsibility for influencing a wide range of stakeholders, execution and delivery of assigned accountabilities performed within Toll IT, our Partners and Suppliers.  Key Responsibilities: Coordination and ongoing management of a reporting and review calendarExecution of Data Protection Risk assessments & Third-Party Assurance in consultation with the IT Risk Manager.Work closely with Security & Risk professionals across the entire business and wider industryContinual improvement of Policies and Processes associated with IT Security, Risk & ComplianceAnalysing patterns of issues associated with compliance and drafting and seeking the endorsement of executive report formatsReview and assess Data Protection Impact Assessments (DPIA), Business Impact Assessments (BIA) as well as Security Architecture submissions from various Toll initiatives and Business UnitsEmbrace ambiguity and chance, helping the workgroup adapt and remain productiveAssist in leading the Security & Compliance Function with ITCommunicate the Security & Compliance framework and aggregation of reporting The ideal candidate? Extensive experience in presenting and communication of data protection, risk and compliance material.Extensive experience in regulatory compliance such as PCI-DSS, GDPR, SOC, SOX, JSOX etc.Ability to articulate a Risk or Data Protection position to technical to executive forumsRisk and Data Protection experience across the Cyber domainUnderstanding of Cyber Security Control Frameworks such as NIST, ISM/PSPF, ISO, CIS, SANS, ASDCommunication, Stakeholder Management, Planning, Process & AccountabilityIT Security Industry Certification, e.g. MCSE, CISSP, CISM, SANS, CompTIA In return, you will be rewarded with an inclusive and dynamic team environment, a passionate company culture and the opportunity to be an integral part of Toll's new direction.  For a confidential discussion regarding the role please contact Karunya Bhat, Toll People, 0452155992  We will not be liable for any fees or costs associated with unsolicited CVs sent directly to line managers from recruitment agencies.",,"$142,000 - $214,000",,Standard/Business Hours,Security,,Australian Citizen/Permanent Resident,Full Time
766,"Weekend Data Entry Workers Wanted, $30/PH",46500.0,Hire Network,Perth CBD & Inner Suburbs WA,Administration & Office Support,Data Entry,['COMMUNICATION'],https://www.careerone.com.au/jobview/weekend-data-entry-workers-wanted-30ph/aa00d1f3-a195-4175-bb75-d1e89ee8b7fd,,"$35,000 - $58,000",,,Permanent,5 Oct 2019,"We are looking for energetic, self starters and motivated Administration Assistant and Data Entry Clerk to join our team. It is data entry position where you would have lots of role to grow income and careers. We will provide you full support, training and resources you need to get the job done. DUTIES AND RESPONSIBILITIES:  • Analyze user requirements for reports, forms, queries, and data extraction  • Import and/or export data between different kinds of software  • Manipulate large data sets using advanced Excel techniques  • Tracking, managing, and validating data across systems  • Maintain data integrity on an ongoing basis  • Perform other duties as required SKILLS AND QUALIFICATIONS:  • Ability to multi-task  • High attention to detail  • Excellent communication skills  • Highly efficient and accurate work habits  • Post-secondary education in a related field  • Superior organization and prioritization of tasks  • Experience in an administrative or data entry position If you are interested in this position, please send your CV to: [email protected] We thank all candidates for their interest.",,,,Weekend,Data Entry,,Australian Citizen/Permanent Resident,Full Time
767,"Office and Data Entry Administrator, $30 Hourly",43500.0,Datamark Inc,Hobart TAS,Administration & Office Support,Data Entry,"['ADMINISTRATIVE TASKS', 'ANSWERING', 'CUSTOMER SERVICE ORIENTED', 'EXCELLENT PHONE SKILLS', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'OFFICE ADMINISTRATOR', 'TYPING']",https://www.careerone.com.au/jobview/office-and-data-entry-administrator-30-hourly/bade7b87-4396-4c1b-94d8-e2a39ee76781,,"$29,000 - $58,000",,,Permanent,5 Oct 2019,"We are looking for a computer savvy and hard working Office Administrator and Data Entry Clerk to join our team. As the successful candidate, you will be encouraged to develop your skills in a flexible environment that promotes self-fulfillment and innovation. You understand the importance of building and maintaining professional relationships with our national and international clients. Key Responsibilities:  • Compare data with source documents, re-enter data in verification format to detect errors  • Answering calls and emails from clients and notaries; resolve issues that arise  • Input orders from our clients into our appointment system  • Provide support for administrative tasks  • Locate and correct data entry errors  • On the job training will be provided  • Other duties as may be assigned Skills Required:  • Excellent phone skills  • High school diploma required  • Professional and customer service oriented  • Attention to detail and ability to multi-task  • Possess excellent word processing/typing skills  • Excellent verbal and written communication skills  • Strong proficiency in MS Office (Excel, Word, and Outlook) If you're interested, apply with resume and cover letter to: [email protected] We would like to thank all applicants for their interest.",,,,Standard/Business Hours,Data Entry,,Australian Citizen/Permanent Resident,Full Time
768,IoT Data Analytics Engineer,87000.0,Modis,Perth CBD & Inner Suburbs WA,Information Technology (IT),Other (Information Technology (IT)),"['ARTICULATE', 'DATA ANALYTICS', 'DATA SCIENCE', 'MACHINE LEARNING', 'MARKETING ANALYSIS', 'PRODUCT DEVELOPMENT']",https://www.careerone.com.au/jobview/iot-data-analytics-engineer/93f1a3d1-8a37-4cf0-8d85-d43b667c7138,,,,,Contract,5 Oct 2019,"To meet Modis' continuously growing pipeline of work and for managing transformational projects, we are looking for an IoT Data Analytics Engineer with a proven track record of solving large, complex data analysis and machine learning problems in a real-world product development setting and to support and drive our expanding business. The primary focus will be applying data science techniques, creating statistical analyses, and building and testing machine learning algorithms to support the strategic needs of the business. About the role  Your key accountabilities will include: Participate as an active member of an Agile project to roll out IIoT PlatformsWork with potential Platform customers to discover available data and determine its valueWork with end users to produce mock dashboards.Work with end users to produce production dashboards, event notifications and alarming mechanisms.Work with data producers, consumers and integration teams to manage, catalogue and contextualise data streams.Work with end users to determine value that can be derived from stream analytics and determine the appropriate location for execution of stream analytics.Mine and analyse data sets to determine how edge processing can reduce bandwidth over constrained networks.Work with end users and technology teams on the appropriate use of innovative technologies such as augmented reality, machine learning and machine vision. About you  To be successful in this role, you will have a Bachelors Degree or higher in a relevant discipline. You will have a minimum of 5 years' experience in the IT industry. Previous mining experience and/or Industrial Internet of Things (IIoT) is desirableYou will be a results-driven professional with a high focus on quality, and the natural ability to foster creativity and innovation. As the successful candidate, you will be excited about the potential of IIoT, able to articulate and advocate the benefits of platform thinking, have a good rapport with people and an eye for detail. Modisis a national professional services company with global capability. Our committed and talented professionals have delivered world class IT and business consulting services across a wide range of industries. As a member of global professional services group Adecco, we offer world-class employment opportunities. Culture & Benefits Our people are the lifeblood of our business, and it is our people, irrefutably, who are our single biggest differentiator over other consulting organisations. At Modis, you will work for a highly successful growing organisation that offers national consulting opportunities and you will have the freedom to create your own success, as well as learning and development support in order to realise your potential. We invite you to apply below and learn more about diverse range of opportunities at Ajilon and what makes our workplace culture inspiring. For more information on the role, please contact Shilpa Singh on 0893248430 Modis is committed to all forms of workforce diversity and we invite and encourage applications from women and indigenous Australians. ",,"$74,000 - $100,000",,Standard/Business Hours,Other (Information Technology (IT)),,Australian Citizen/Permanent Resident,Full Time
769,"General Data Entry and Admin Clerks, $30 Hour",43500.0,Hire Network,Melbourne VIC,Administration & Office Support,Data Entry,['COMMUNICATION'],https://www.careerone.com.au/jobview/general-data-entry-and-admin-clerks-30-hour/e08a8478-86ca-447b-8979-bc0501b51c59,,"$29,000 - $58,000",,,Permanent,5 Oct 2019,"We are looking for energetic, self starters and motivated Administration Assistant and Data Entry Clerk to join our team. It is data entry position where you would have lots of role to grow income and careers. We will provide you full support, training and resources you need to get the job done. DUTIES AND RESPONSIBILITIES:  • Analyze user requirements for reports, forms, queries, and data extraction  • Import and/or export data between different kinds of software  • Manipulate large data sets using advanced Excel techniques  • Tracking, managing, and validating data across systems  • Maintain data integrity on an ongoing basis  • Perform other duties as required SKILLS AND QUALIFICATIONS:  • Ability to multi-task  • High attention to detail  • Excellent communication skills  • Highly efficient and accurate work habits  • Post-secondary education in a related field  • Superior organization and prioritization of tasks  • Experience in an administrative or data entry position If you are interested in this position, please send your CV to: [email protected] We thank all candidates for their interest.",,,,Standard/Business Hours,Data Entry,,Australian Citizen/Permanent Resident,Full Time
