MEASURE,Measure,PROP_TYPE,Property type,ASGS_2011,Region,FREQUENCY,Frequency,TIME,Time,Value,Flag Codes,Flags
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2013-Q3,Sep-13,11.4,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2013-Q4,Dec-13,12.4,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2014-Q1,Mar-14,15.3,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2014-Q2,Jun-14,13.9,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2014-Q3,Sep-14,11.6,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2014-Q4,Dec-14,10.7,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2015-Q1,Mar-15,9.4,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2015-Q2,Jun-15,14,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2015-Q3,Sep-15,15.8,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2015-Q4,Dec-15,11.2,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2016-Q1,Mar-16,8.2,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2016-Q2,Jun-16,3.2,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2016-Q3,Sep-16,2.8,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2016-Q4,Dec-16,6.7,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2017-Q1,Mar-17,11.1,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2017-Q2,Jun-17,11.7,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2017-Q3,Sep-17,7.8,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2017-Q4,Dec-17,4.6,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2018-Q1,Mar-18,0.4,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2018-Q2,Jun-18,-3.4,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2018-Q3,Sep-18,-3.3,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2018-Q4,Dec-18,-6.4,,
3,Percentage change from corresponding quarter of the previous year,1,Attached dwellings,1GSYD,Greater Sydney,Q,Quarterly,2019-Q1,Mar-19,-8.8,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2009-Q1,Mar-09,95.8,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2009-Q2,Jun-09,96.6,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2009-Q3,Sep-09,100.5,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2009-Q4,Dec-09,104.2,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2010-Q1,Mar-10,103.4,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2010-Q2,Jun-10,102.7,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2010-Q3,Sep-10,101.3,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2010-Q4,Dec-10,102.1,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2011-Q1,Mar-11,101.2,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2011-Q2,Jun-11,101.9,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2011-Q3,Sep-11,100,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2011-Q4,Dec-11,100.2,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2012-Q1,Mar-12,100.2,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2012-Q2,Jun-12,99.7,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2012-Q3,Sep-12,97.7,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2012-Q4,Dec-12,101,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2013-Q1,Mar-13,100.3,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2013-Q2,Jun-13,100.8,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2013-Q3,Sep-13,99.9,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2013-Q4,Dec-13,101.9,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2014-Q1,Mar-14,100.9,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2014-Q2,Jun-14,101.7,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2014-Q3,Sep-14,101.2,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2014-Q4,Dec-14,100.9,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2015-Q1,Mar-15,101.4,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2015-Q2,Jun-15,100.9,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2015-Q3,Sep-15,102.1,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2015-Q4,Dec-15,104.1,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2016-Q1,Mar-16,106.5,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2016-Q2,Jun-16,107.9,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2016-Q3,Sep-16,110.2,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2016-Q4,Dec-16,116.2,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2017-Q1,Mar-17,122.1,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2017-Q2,Jun-17,122.8,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2017-Q3,Sep-17,130,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2017-Q4,Dec-17,135.1,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2018-Q1,Mar-18,135.9,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2018-Q2,Jun-18,141.3,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2018-Q3,Sep-18,145.5,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2018-Q4,Dec-18,150.3,,
1,Index Number,1,Attached dwellings,6GHOB,Greater Hobart,Q,Quarterly,2019-Q1,Mar-19,148.5,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2009-Q1,Mar-09,-1,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2009-Q2,Jun-09,2.7,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2009-Q3,Sep-09,1.9,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2009-Q4,Dec-09,3.9,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2010-Q1,Mar-10,1.3,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2010-Q2,Jun-10,1.9,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2010-Q3,Sep-10,-0.3,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2010-Q4,Dec-10,0.6,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2011-Q1,Mar-11,-1.6,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2011-Q2,Jun-11,-2.2,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2011-Q3,Sep-11,-0.7,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2011-Q4,Dec-11,0,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2012-Q1,Mar-12,-0.9,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2012-Q2,Jun-12,0.5,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2012-Q3,Sep-12,-0.5,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2012-Q4,Dec-12,0.7,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2013-Q1,Mar-13,-0.1,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2013-Q2,Jun-13,0.7,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2013-Q3,Sep-13,0.7,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2013-Q4,Dec-13,3.7,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2014-Q1,Mar-14,1.2,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2014-Q2,Jun-14,0.2,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2014-Q3,Sep-14,0.6,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2014-Q4,Dec-14,1.2,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2015-Q1,Mar-15,0.7,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2015-Q2,Jun-15,0.5,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2015-Q3,Sep-15,1.3,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2015-Q4,Dec-15,1.3,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2016-Q1,Mar-16,0.6,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2016-Q2,Jun-16,1,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2016-Q3,Sep-16,1,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2016-Q4,Dec-16,1.7,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2017-Q1,Mar-17,1.8,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2017-Q2,Jun-17,0.5,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2017-Q3,Sep-17,0.5,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2017-Q4,Dec-17,0.7,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2018-Q1,Mar-18,1,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2018-Q2,Jun-18,0.2,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2018-Q3,Sep-18,0.4,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2018-Q4,Dec-18,0.1,,
2,Percentage change from previous quarter,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2019-Q1,Mar-19,-0.2,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2009-Q1,Mar-09,12.2,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2009-Q2,Jun-09,13.4,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2009-Q3,Sep-09,12.8,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2009-Q4,Dec-09,17.1,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2010-Q1,Mar-10,14,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2010-Q2,Jun-10,13.4,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2010-Q3,Sep-10,9.5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2010-Q4,Dec-10,3.2,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2011-Q1,Mar-11,0.1,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2011-Q2,Jun-11,-4.4,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2011-Q3,Sep-11,-4.2,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2011-Q4,Dec-11,-3.6,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2012-Q1,Mar-12,1.3,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2012-Q2,Jun-12,7.9,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2012-Q3,Sep-12,8.9,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2012-Q4,Dec-12,9.8,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2013-Q1,Mar-13,8.7,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2013-Q2,Jun-13,6.6,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2013-Q3,Sep-13,5.5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2013-Q4,Dec-13,4.6,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2014-Q1,Mar-14,4,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2014-Q2,Jun-14,3.3,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2014-Q3,Sep-14,2.8,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2014-Q4,Dec-14,0.8,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2015-Q1,Mar-15,-0.4,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2015-Q2,Jun-15,-1.8,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2015-Q3,Sep-15,-2,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2015-Q4,Dec-15,-3.2,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2016-Q1,Mar-16,-4.9,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2016-Q2,Jun-16,-6.5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2016-Q3,Sep-16,-7.2,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2016-Q4,Dec-16,-7,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2017-Q1,Mar-17,-5.9,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2017-Q2,Jun-17,-4.9,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2017-Q3,Sep-17,-6.3,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2017-Q4,Dec-17,-6.3,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2018-Q1,Mar-18,-6.5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2018-Q2,Jun-18,-6.1,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2018-Q3,Sep-18,-4.4,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2018-Q4,Dec-18,-3.5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,7GDAR,Greater Darwin,Q,Quarterly,2019-Q1,Mar-19,-4.2,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2009-Q1,Mar-09,92.5,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2009-Q2,Jun-09,95.1,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2009-Q3,Sep-09,97.6,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2009-Q4,Dec-09,103.5,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2010-Q1,Mar-10,106.5,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2010-Q2,Jun-10,106.6,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2010-Q3,Sep-10,103.8,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2010-Q4,Dec-10,103.9,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2011-Q1,Mar-11,103,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2011-Q2,Jun-11,100.2,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2011-Q3,Sep-11,99.1,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2011-Q4,Dec-11,99.4,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2012-Q1,Mar-12,100.5,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2012-Q2,Jun-12,101,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2012-Q3,Sep-12,102.1,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2012-Q4,Dec-12,105.2,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2013-Q1,Mar-13,107.5,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2013-Q2,Jun-13,110.6,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2013-Q3,Sep-13,110.7,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2013-Q4,Dec-13,113.9,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2014-Q1,Mar-14,114.8,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2014-Q2,Jun-14,114.8,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2014-Q3,Sep-14,114.5,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2014-Q4,Dec-14,114.5,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2015-Q1,Mar-15,114.4,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2015-Q2,Jun-15,113.4,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2015-Q3,Sep-15,110.7,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2015-Q4,Dec-15,111.2,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2016-Q1,Mar-16,109.3,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2016-Q2,Jun-16,108,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2016-Q3,Sep-16,106.3,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2016-Q4,Dec-16,106.6,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2017-Q1,Mar-17,105.5,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2017-Q2,Jun-17,104.7,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2017-Q3,Sep-17,103.7,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2017-Q4,Dec-17,104.8,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2018-Q1,Mar-18,103.9,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2018-Q2,Jun-18,103.8,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2018-Q3,Sep-18,103.2,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2018-Q4,Dec-18,102.2,,
1,Index Number,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2019-Q1,Mar-19,101.1,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2009-Q1,Mar-09,-0.7,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2009-Q2,Jun-09,3.5,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2009-Q3,Sep-09,2.1,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2009-Q4,Dec-09,6,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2010-Q1,Mar-10,2.1,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2010-Q2,Jun-10,-2.5,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2010-Q3,Sep-10,0.2,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2010-Q4,Dec-10,3.4,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2011-Q1,Mar-11,-0.7,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2011-Q2,Jun-11,-3.5,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2011-Q3,Sep-11,-2.2,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2011-Q4,Dec-11,1.5,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2012-Q1,Mar-12,-2.9,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2012-Q2,Jun-12,-1.3,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2012-Q3,Sep-12,0.3,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2012-Q4,Dec-12,-0.2,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2013-Q1,Mar-13,1.9,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2013-Q2,Jun-13,-0.1,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2013-Q3,Sep-13,1.4,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2013-Q4,Dec-13,2.4,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2014-Q1,Mar-14,0.6,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2014-Q2,Jun-14,0.4,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2014-Q3,Sep-14,0.4,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2014-Q4,Dec-14,1,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2015-Q1,Mar-15,0.5,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2015-Q2,Jun-15,0.1,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2015-Q3,Sep-15,0.4,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2015-Q4,Dec-15,2.6,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2016-Q1,Mar-16,0.9,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2016-Q2,Jun-16,0.6,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2016-Q3,Sep-16,2.2,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2016-Q4,Dec-16,4.4,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2017-Q1,Mar-17,3.1,,
2,Percentage change from previous quarter,2,Established houses,6GHOB,Greater Hobart,Q,Quarterly,2017-Q2,Jun-17,2,,
